name;slug;article_no;ean;price;price_numeric;currency;weight;weight_g;dimensions;short_description;description;categories;colours;images;url
"Swedish flag -16";swedish-flag-16;;;;0;EUR;;0;;;;;Navy;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-01423-14-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-01423-14-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-01423-14-000_2.jpg";https://products.snigel.se/product/swedish-flag-16/
"Swe patch, Small -12";swe-patch-small-12;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;;Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-00189-01-00.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00189-01-00_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00189-01-00_2.jpg";https://products.snigel.se/product/swe-patch-small-12/
"Dog patch -12";dog-patch-12;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;"Patches, K9-units gear";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00187-09-00_7.jpg";https://products.snigel.se/product/dog-patch-12/
"K9 patch, Small -12";k9-patch-small-12;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;"Patches, K9-units gear";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00196-09-00_8.jpg";https://products.snigel.se/product/k9-patch-small-12/
"HUNDFÖRARE, Dog handler patch, small";litet-hundforarmarke-11;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;"Patches, K9-units gear";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00324-09-00_5.jpg";https://products.snigel.se/product/litet-hundforarmarke-11/
"Small blank patch-13";small-blank-patch-13;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;;Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/30-00658-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00658-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00658-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/30-00658-09-000_3.jpg";https://products.snigel.se/product/small-blank-patch-13/
"SNIGEL patch w Velcro";snigel-patch-w-velcro;;;;0;EUR;;0;;"End users can purchase individual pieces from our retail partners.";;"Patches, The Brand";Various;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/08/30-01970a09-000_0377.jpg, https://products.snigel.se/wp-content/uploads/2020/08/30-01970a09-000_0389.jpg, https://products.snigel.se/wp-content/uploads/2020/08/30-01970a09-000_0402-b.jpg";https://products.snigel.se/product/snigel-patch-w-velcro/
"Admin case";admin-case-14;;;;0;EUR;;0;;;"• Internal compartments for pencils, papers and other admin gear.
• Internal window compartment for maps or paper.
• Water repellent and strong to protect the content.
• MOLLE bands and Velcro stripes on the front.
• Carry handle in the top.
• Size: A4+.
• Internal compartments for laptop charger and mouse.
• Internal compartment for a lap top.
• Zipped outside compartment on the back.";"Admin products, Bags &amp; backpacks";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/52-00140B01_2544.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140A09_4653.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140B09_6736.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140B01_2547.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140A09_4654-1.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140B01_2545.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140B01_2543.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140A01_5552.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140A01_5553.jpg, https://products.snigel.se/wp-content/uploads/2020/04/52-00140A09_5555.jpg";https://products.snigel.se/product/admin-case-14/
"Gas mask bag -11";gas-mask-bag-11;;;;0;EUR;;0;;;"• A convenient bag for a gas mask.
• Carried on the leg or the left rear of the ballistic or equipment vest.
• Easy to open flap that even can be used if the bag is attached on the back of the vest.
• Inner pocket for gloves and other protective equipment.
• The flap closes with a long Velcro along the edge of the flap. It is secured with a push button at the pull band.";"Police gear, Bags &amp; backpacks";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-00571-01-000_15.jpg";https://products.snigel.se/product/gas-mask-bag-11/
"Medium Schwung bag 1.1";medium-schwung-bag-17;;;;0;EUR;;0;;"We removed the MOLLE from the front of the bag in this new version.";;"Tactical gear, Bags &amp; backpacks";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/28-00073B09_9642.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00073B09_9641.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00073-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00073-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00073-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00073B09_9648B.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00073B09_9646.jpg";https://products.snigel.se/product/medium-schwung-bag-17/
"Rope bag -05";rope-bag-05;;;;0;EUR;;0;;"The bag for rappelling or other tactical rope uses";;"Tactical gear, Bags &amp; backpacks";"Black, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/ROBA-05O_8.jpg";https://products.snigel.se/product/rope-bag-05/
"Carrier pouch -16";carrier-pouch-16;;;;0;EUR;;0;;;"• Can hold one ballistic panel & plate and one hydration system.
• Can be attached on the back of the “strap on” plate carrier with I-bars or with the velcro bands through the bands on the back of the yoke on the “Strap on”..
• MOLLE bands on the outside so you can attach other pouches on it.
• Velcro patches on the front  for name and unit signs.
• The bottom of the plate carrier can be opened to insert plates, panels and bladders..
• Velcro secured openings in the top for cables or a hydration tube.";"Ballistic protection, Bags &amp; backpacks";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/23-01165-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/04/16-01865APA309_5662.jpg, https://products.snigel.se/wp-content/uploads/2020/04/16-01865APA309_5663.jpg, https://products.snigel.se/wp-content/uploads/2020/04/16-01865APA309_5664.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3506.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3488.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3489.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3492.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3491.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3501.jpg, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3502.jpg, https://products.snigel.se/wp-content/uploads/2020/04/16-01865APA309_5686.jpg";https://products.snigel.se/product/carrier-pouch-16/
"3L Multipurpose bag -15";3l-multipurpose-bag-15;;;;0;EUR;;0;;"The bag for the section";;"Medical gear, Tactical gear, Bags &amp; backpacks";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/04/EF-SWECam-19_3283.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00100-01-000_15.jpg";https://products.snigel.se/product/3l-multipurpose-bag-15/
"6L Funny pack";6l-funny-pack-18;;;;0;EUR;;0;;;;"Medical gear, Multicam, Bags &amp; backpacks, ALL PRODUCTS";"Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0622.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-mil-20_5918.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0624.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09-_3852.jpg, https://products.snigel.se/wp-content/uploads/2020/04/Ef-SWECam-19_3130.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0674.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0621.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0623.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09-_3858.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0625.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0620.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0676.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0626.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0677.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09_0673.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-09-_3862-1.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-01291-01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-56_7391.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-01291-56_7387.jpg, https://products.snigel.se/wp-content/uploads/2019/12/E-SKHoor-00053.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4273.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4281.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4291.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4359.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4399.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4428.jpg";https://products.snigel.se/product/6l-funny-pack-18/
"10L Multi-purpose bag";10l-multi-purpose-bag-15;;;;0;EUR;;0;;;;"Medical gear, Bags &amp; backpacks";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0784.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0734.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0729.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0748.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_3873.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0738.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0733.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0730.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8697.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8700.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8724.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8723.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8688.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00271-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_8696.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0739.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4268.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4291.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4359.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4408.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0742.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4412.jpg, https://products.snigel.se/wp-content/uploads/2021/07/E-Swe_4428.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0747.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0746.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0745.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0744.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0783.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0782.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0779.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0778.jpg, https://products.snigel.se/wp-content/uploads/2020/04/28-00271-09_0775.jpg";https://products.snigel.se/product/10l-multi-purpose-bag-15/
"30×61 cm Weapon bag -13";30x61-cm-weapon-bag-13;;;;0;EUR;;0;;;;"Tactical gear, Bags &amp; backpacks, ALL PRODUCTS";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00251-01-000_8.jpg";https://products.snigel.se/product/30x61-cm-weapon-bag-13/
"34×64 cm dual Weapon bag -11";34x64-cm-dual-weapon-bag-11;;;;0;EUR;;0;;"A covert, light, safe and flexible bag for storage and transport of sensetive personal equipment.";;"Tactical gear, Bags &amp; backpacks";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00055-01-000_15.jpg";https://products.snigel.se/product/34x64-cm-dual-weapon-bag-11/
"34×100 cm dual Weapon bag -11";34x100-cm-dual-weapon-bag-11;;;;0;EUR;;0;;"A covert, light, safe and flexible bag for storage and transport of sensetive personal equipment.";;"Tactical gear, Bags &amp; backpacks";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/28-00054-01-000_15.jpg";https://products.snigel.se/product/34x100-cm-dual-weapon-bag-11/
